project_id,project_name,description,client_name,project_manager_id,department,start_date,planned_end_date,actual_end_date,status,priority,progress_percentage,budget,team_size,created_date
P08307,Marketing Analytics Platform,Marketing Analytics Platform project for OfficePro,OfficePro,EMP136,Operations,2025-07-14,2026-02-01,,In Progress,High,63,625000,14,2025-06-14
P08308,Marketing Analytics Platform,Marketing Analytics Platform project for XYZ Technologies,XYZ Technologies,EMP132,Customer Success,2026-05-22,2026-10-10,,In Progress,Medium,34,1905000,12,2026-05-02
P08309,Cybersecurity Upgrade,Cybersecurity Upgrade project for OfficePro,OfficePro,EMP150,Security,2025-12-27,2026-10-01,,In Progress,High,87,1485000,20,2025-11-16
P08310,Online Learning Platform,Online Learning Platform project for LogiTech,LogiTech,EMP150,Analytics,2025-07-02,2026-01-29,,In Progress,Low,76,2020000,4,2025-05-30
P08311,HR Automation System,HR Automation System project for PeopleFirst,PeopleFirst,EMP149,Development,2025-12-07,2026-03-05,,In Progress,Critical,20,1665000,17,2025-11-27
P08312,E-Commerce Platform,E-Commerce Platform project for PeopleFirst,PeopleFirst,EMP145,IT,2025-03-19,2025-09-24,2025-10-25,Delayed,Medium,20,2295000,19,2025-02-06
P08313,Supply Chain Analytics,Supply Chain Analytics project for EduTech,EduTech,EMP140,Security,2025-07-22,2026-01-11,2026-01-22,Completed,High,100,2400000,16,2025-06-17
P08314,Document Management System,Document Management System project for SecureNet,SecureNet,EMP134,Analytics,2026-03-18,2026-05-03,,In Progress,High,15,1650000,20,2026-03-10
P08315,E-Commerce Platform,E-Commerce Platform project for DataCorp,DataCorp,EMP128,Operations,2026-05-26,2026-12-31,2027-01-27,Completed,Critical,100,1660000,5,2026-04-13
P08316,HR Automation System,HR Automation System project for DigitalHub,DigitalHub,EMP140,Human Resources,2025-05-13,2026-04-22,,In Progress,High,36,1050000,20,2025-05-05
P08317,Data Warehouse Development,Data Warehouse Development project for LogiTech,LogiTech,EMP149,Finance,2026-07-01,2027-05-28,,Planning,High,8,2350000,20,2026-06-04
P08318,Marketing Analytics Platform,Marketing Analytics Platform project for SecureNet,SecureNet,EMP106,AI Development,2025-12-30,2026-11-29,,Planning,High,19,2085000,19,2025-11-20
P08319,Customer Support Chatbot,Customer Support Chatbot project for RetailAnalytics,RetailAnalytics,EMP107,Operations,2025-05-18,2026-04-14,,In Progress,Medium,83,810000,17,2025-04-08
P08320,Customer Support Chatbot,Customer Support Chatbot project for OfficePro,OfficePro,EMP125,Healthcare IT,2026-04-13,2027-03-19,2027-03-08,Completed,Low,100,845000,9,2026-03-06
P08321,Data Warehouse Development,Data Warehouse Development project for FinTech Solutions,FinTech Solutions,EMP115,Development,2026-06-13,2026-08-28,2026-09-23,Completed,Critical,100,1920000,18,2026-05-03
P08322,Cloud Migration Project,Cloud Migration Project project for MarketPlus,MarketPlus,EMP127,Finance,2025-06-13,2025-12-12,,In Progress,Medium,95,1040000,3,2025-05-09
P08323,CRM Implementation,CRM Implementation project for CloudWorks,CloudWorks,EMP116,IT,2025-03-05,2025-10-10,,Planning,High,19,2100000,16,2025-02-06
P08324,Financial Reporting Dashboard,Financial Reporting Dashboard project for SalesPro,SalesPro,EMP140,IT,2025-06-20,2026-04-27,,In Progress,Medium,15,2315000,6,2025-05-29
P08325,Cloud Migration Project,Cloud Migration Project project for SalesPro,SalesPro,EMP145,Development,2026-03-30,2026-09-10,,In Progress,Medium,79,510000,18,2026-02-12
P08326,Social Media Analytics,Social Media Analytics project for IndustrialTech,IndustrialTech,EMP115,Data Engineering,2025-02-06,2025-11-04,,In Progress,Medium,89,1420000,6,2025-01-06
P08327,Healthcare Management System,Healthcare Management System project for CloudWorks,CloudWorks,EMP139,Customer Success,2025-06-23,2026-04-13,,In Progress,Critical,67,2250000,13,2025-05-13
P08328,Employee Training Portal,Employee Training Portal project for SecureNet,SecureNet,EMP106,IT Infrastructure,2025-07-11,2026-02-04,,Planning,Medium,20,1490000,5,2025-05-31
P08329,Inventory Management System,Inventory Management System project for DigitalHub,DigitalHub,EMP140,Healthcare IT,2025-01-11,2025-05-13,,Planning,Medium,8,575000,3,2024-12-02
P08330,CRM Implementation,CRM Implementation project for FinTech Solutions,FinTech Solutions,EMP135,Analytics,2025-12-25,2026-03-04,,In Progress,Medium,78,2030000,3,2025-12-08
P08331,E-Commerce Platform,E-Commerce Platform project for SalesPro,SalesPro,EMP136,Operations,2026-04-29,2026-11-02,,In Progress,Medium,78,710000,11,2026-03-22
P08332,Customer Support Chatbot,Customer Support Chatbot project for ABC Corporation,ABC Corporation,EMP125,Healthcare IT,2025-04-04,2025-07-11,2025-08-02,Completed,Medium,100,1365000,18,2025-03-29
P08333,Cybersecurity Upgrade,Cybersecurity Upgrade project for OfficePro,OfficePro,EMP106,Customer Success,2026-06-16,2027-02-22,2027-03-05,Completed,Low,100,2425000,7,2026-05-07
P08334,E-Commerce Platform,E-Commerce Platform project for EduTech,EduTech,EMP143,IT Infrastructure,2026-07-26,2026-11-24,,In Progress,High,33,2250000,6,2026-06-24
P08335,AI Demand Forecasting,AI Demand Forecasting project for SalesPro,SalesPro,EMP106,Analytics,2026-06-07,2027-04-28,,On Hold,High,59,1620000,8,2026-05-09
P08336,Supply Chain Analytics,Supply Chain Analytics project for PeopleFirst,PeopleFirst,EMP125,Human Resources,2026-03-10,2027-02-04,,In Progress,High,53,605000,6,2026-01-26
P08337,Employee Training Portal,Employee Training Portal project for ServicePro,ServicePro,EMP109,IT,2025-09-26,2026-08-04,2026-08-21,Completed,High,100,1120000,7,2025-08-12
P08338,Cloud Migration Project,Cloud Migration Project project for CloudWorks,CloudWorks,EMP143,Operations,2025-05-03,2026-01-15,,In Progress,Low,29,785000,9,2025-04-18
P08339,CRM Implementation,CRM Implementation project for PeopleFirst,PeopleFirst,EMP129,Security,2026-07-02,2026-09-22,2026-10-10,Completed,High,100,1770000,14,2026-05-30
P08340,Marketing Analytics Platform,Marketing Analytics Platform project for PeopleFirst,PeopleFirst,EMP126,Finance,2025-11-15,2026-11-09,,In Progress,High,23,1965000,13,2025-10-22
P08341,Social Media Analytics,Social Media Analytics project for ServicePro,ServicePro,EMP116,AI Development,2025-09-29,2025-12-04,,In Progress,High,72,1655000,17,2025-08-26
P08342,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,IndustrialTech,EMP140,Operations,2025-08-23,2026-04-06,,In Progress,High,80,1620000,9,2025-08-01
P08343,Customer Support Chatbot,Customer Support Chatbot project for Global Traders,Global Traders,EMP111,Healthcare IT,2025-05-11,2026-03-09,,In Progress,High,79,955000,18,2025-04-10
P08344,Cybersecurity Upgrade,Cybersecurity Upgrade project for FinanceCorp,FinanceCorp,EMP137,Data Engineering,2025-08-18,2025-10-29,,In Progress,High,93,1270000,16,2025-06-29
P08345,Healthcare Management System,Healthcare Management System project for DigitalHub,DigitalHub,EMP149,Healthcare IT,2026-04-24,2026-11-14,,On Hold,High,69,2460000,18,2026-04-07
P08346,AI Demand Forecasting,AI Demand Forecasting project for SalesPro,SalesPro,EMP114,Development,2025-12-02,2026-06-17,,In Progress,Medium,30,2295000,16,2025-10-05
P08347,Financial Reporting Dashboard,Financial Reporting Dashboard project for CloudWorks,CloudWorks,EMP135,AI Development,2025-08-26,2025-12-12,,In Progress,Low,74,1855000,3,2025-07-03
P08348,Financial Reporting Dashboard,Financial Reporting Dashboard project for EduTech,EduTech,EMP116,Operations,2025-03-06,2025-05-25,,In Progress,High,32,2200000,6,2025-02-02
P08349,Cybersecurity Upgrade,Cybersecurity Upgrade project for RetailAnalytics,RetailAnalytics,EMP147,Healthcare IT,2025-09-06,2026-08-08,2026-08-05,Completed,High,100,1845000,16,2025-07-20
P08350,Employee Payroll System,Employee Payroll System project for ServicePro,ServicePro,EMP145,IT,2025-05-10,2026-04-08,2026-04-26,Completed,High,100,1690000,5,2025-04-14
P08351,Mobile Banking Application,Mobile Banking Application project for FinanceCorp,FinanceCorp,EMP116,Customer Success,2025-08-27,2025-11-10,,In Progress,Medium,74,1955000,19,2025-07-03
P08352,Online Learning Platform,Online Learning Platform project for MarketPlus,MarketPlus,EMP112,Customer Success,2025-03-31,2025-08-12,,Planning,Low,9,805000,7,2025-02-20
P08353,Healthcare Management System,Healthcare Management System project for IndustrialTech,IndustrialTech,EMP105,Human Resources,2026-07-23,2027-01-09,2027-02-23,Delayed,High,84,2420000,16,2026-06-15
P08354,CRM Implementation,CRM Implementation project for CloudWorks,CloudWorks,EMP135,Analytics,2025-04-15,2025-08-01,2025-09-15,Delayed,Low,28,1225000,8,2025-02-16
P08355,Online Learning Platform,Online Learning Platform project for SecureNet,SecureNet,EMP146,Development,2025-03-16,2025-05-21,2025-08-12,Delayed,Medium,33,350000,5,2025-01-31
P08356,AI Demand Forecasting,AI Demand Forecasting project for IndustrialTech,IndustrialTech,EMP108,Analytics,2026-01-29,2026-08-25,2026-08-18,Completed,Medium,100,670000,7,2025-12-14
P08357,Document Management System,Document Management System project for DigitalHub,DigitalHub,EMP141,IT Infrastructure,2025-07-26,2026-01-28,,Planning,Low,13,1740000,20,2025-05-30
P08358,Data Warehouse Development,Data Warehouse Development project for MarketPlus,MarketPlus,EMP138,Security,2026-08-21,2027-06-20,2027-07-06,Delayed,Medium,59,1745000,12,2026-08-13
P08359,Data Warehouse Development,Data Warehouse Development project for MarketPlus,MarketPlus,EMP124,Finance,2025-08-31,2026-01-17,,Planning,Low,18,1470000,12,2025-08-13
P08360,Social Media Analytics,Social Media Analytics project for XYZ Technologies,XYZ Technologies,EMP112,Development,2026-01-26,2026-08-22,,In Progress,Medium,87,1380000,13,2025-12-29
P08361,Inventory Management System,Inventory Management System project for XYZ Technologies,XYZ Technologies,EMP133,Analytics,2026-05-16,2026-10-08,,In Progress,Critical,36,1675000,13,2026-05-11
P08362,Cybersecurity Upgrade,Cybersecurity Upgrade project for MarketPlus,MarketPlus,EMP130,Healthcare IT,2026-08-14,2026-10-10,,In Progress,Medium,66,1875000,16,2026-07-30
P08363,Employee Payroll System,Employee Payroll System project for SecureNet,SecureNet,EMP141,IT Infrastructure,2026-05-01,2027-02-02,2027-01-16,Completed,Critical,100,705000,8,2026-03-26
P08364,Mobile Banking Application,Mobile Banking Application project for IndustrialTech,IndustrialTech,EMP129,Human Resources,2025-12-13,2026-09-21,,In Progress,Medium,76,715000,3,2025-11-30
P08365,Social Media Analytics,Social Media Analytics project for LogiTech,LogiTech,EMP103,IT Infrastructure,2026-05-04,2027-01-16,,Planning,High,19,330000,18,2026-03-13
P08366,Data Warehouse Development,Data Warehouse Development project for EduTech,EduTech,EMP111,Healthcare IT,2025-06-19,2025-08-13,,In Progress,Low,43,1610000,9,2025-05-08
P08367,Healthcare Management System,Healthcare Management System project for IndustrialTech,IndustrialTech,EMP120,Security,2026-06-07,2027-03-01,2027-04-12,Delayed,Medium,23,1090000,18,2026-05-10
P08368,Marketing Analytics Platform,Marketing Analytics Platform project for MedCare Hospitals,MedCare Hospitals,EMP125,Customer Success,2026-06-08,2027-02-01,2027-02-14,Delayed,Medium,44,2355000,14,2026-04-24
P08369,Marketing Analytics Platform,Marketing Analytics Platform project for Global Traders,Global Traders,EMP118,AI Development,2025-08-19,2026-02-21,,In Progress,Low,32,1005000,17,2025-08-02
P08370,Document Management System,Document Management System project for OfficePro,OfficePro,EMP144,Security,2025-02-10,2025-10-10,,In Progress,Critical,18,1520000,16,2025-01-10
P08371,AI Demand Forecasting,AI Demand Forecasting project for CloudWorks,CloudWorks,EMP115,Human Resources,2026-02-15,2026-05-06,,Planning,Medium,4,1030000,6,2025-12-31
P08372,Warehouse Automation,Warehouse Automation project for Global Traders,Global Traders,EMP135,Customer Success,2025-03-03,2025-06-22,2025-07-19,Completed,Medium,100,1050000,6,2025-02-02
P08373,Data Warehouse Development,Data Warehouse Development project for FinanceCorp,FinanceCorp,EMP119,Analytics,2025-01-11,2025-04-07,,In Progress,Medium,30,1065000,5,2024-12-07
P08374,Mobile Banking Application,Mobile Banking Application project for MedCare Hospitals,MedCare Hospitals,EMP150,Security,2026-07-23,2027-01-26,,In Progress,Medium,21,1625000,7,2026-06-29
P08375,Document Management System,Document Management System project for ServicePro,ServicePro,EMP146,Security,2025-12-07,2026-11-03,,In Progress,Critical,77,1075000,20,2025-10-12
P08376,Mobile Banking Application,Mobile Banking Application project for LogiTech,LogiTech,EMP140,IT Infrastructure,2026-01-26,2026-03-13,2026-02-23,Completed,High,100,585000,3,2025-11-30
P08377,Inventory Management System,Inventory Management System project for IndustrialTech,IndustrialTech,EMP139,Healthcare IT,2026-06-13,2026-12-17,2027-01-06,Completed,Low,100,620000,18,2026-05-18
P08378,HR Automation System,HR Automation System project for SecureNet,SecureNet,EMP133,Security,2026-07-12,2026-11-24,,In Progress,Medium,65,1435000,10,2026-06-22
P08379,Document Management System,Document Management System project for OfficePro,OfficePro,EMP130,Analytics,2026-07-28,2027-07-08,,In Progress,Low,27,1225000,18,2026-07-07
P08380,Marketing Analytics Platform,Marketing Analytics Platform project for IndustrialTech,IndustrialTech,EMP129,Data Engineering,2025-03-21,2025-11-19,,In Progress,High,47,2215000,18,2025-03-05
P08381,Customer Support Chatbot,Customer Support Chatbot project for MedCare Hospitals,MedCare Hospitals,EMP102,IT Infrastructure,2025-07-14,2025-11-07,2025-12-06,Delayed,Medium,79,345000,17,2025-06-11
P08382,HR Automation System,HR Automation System project for XYZ Technologies,XYZ Technologies,EMP147,Analytics,2026-04-06,2026-08-19,,In Progress,Critical,34,845000,8,2026-02-09
P08383,Supply Chain Analytics,Supply Chain Analytics project for Global Traders,Global Traders,EMP150,Human Resources,2025-01-18,2025-09-05,2025-09-22,Completed,Critical,100,1805000,4,2024-11-21
P08384,Cybersecurity Upgrade,Cybersecurity Upgrade project for PeopleFirst,PeopleFirst,EMP127,Finance,2025-05-21,2025-07-20,,In Progress,Low,34,1790000,12,2025-04-16
P08385,AI Demand Forecasting,AI Demand Forecasting project for MedCare Hospitals,MedCare Hospitals,EMP144,Customer Success,2025-11-05,2026-01-10,,In Progress,Low,73,420000,12,2025-09-29
P08386,Online Learning Platform,Online Learning Platform project for SecureNet,SecureNet,EMP121,Marketing,2025-07-26,2026-04-12,,Planning,High,8,805000,7,2025-07-14
P08387,CRM Implementation,CRM Implementation project for MarketPlus,MarketPlus,EMP106,IT Infrastructure,2025-04-14,2026-02-09,,In Progress,Medium,69,765000,5,2025-03-19
P08388,Warehouse Automation,Warehouse Automation project for DigitalHub,DigitalHub,EMP142,AI Development,2026-06-24,2027-04-02,,In Progress,Medium,30,2410000,11,2026-05-07
P08389,Document Management System,Document Management System project for CloudWorks,CloudWorks,EMP126,Data Engineering,2025-09-26,2026-01-03,,In Progress,Medium,18,2320000,10,2025-08-25
P08390,Financial Reporting Dashboard,Financial Reporting Dashboard project for OfficePro,OfficePro,EMP148,Analytics,2025-09-04,2026-07-22,,In Progress,Medium,58,2460000,6,2025-07-28
P08391,AI Demand Forecasting,AI Demand Forecasting project for FinanceCorp,FinanceCorp,EMP111,AI Development,2026-01-30,2026-05-26,2026-05-11,Completed,High,100,580000,5,2025-12-22
P08392,Cloud Migration Project,Cloud Migration Project project for PeopleFirst,PeopleFirst,EMP124,Operations,2026-02-07,2026-12-29,,In Progress,Critical,50,1815000,11,2025-12-20
P08393,Document Management System,Document Management System project for CloudWorks,CloudWorks,EMP134,Healthcare IT,2025-10-23,2026-03-11,,In Progress,High,83,1425000,11,2025-09-21
P08394,Mobile Banking Application,Mobile Banking Application project for Global Traders,Global Traders,EMP107,Marketing,2026-06-17,2027-01-06,,Planning,Medium,15,1940000,12,2026-05-10
P08395,HR Automation System,HR Automation System project for ServicePro,ServicePro,EMP150,AI Development,2025-06-27,2026-06-13,,In Progress,Medium,42,725000,15,2025-06-18
P08396,Social Media Analytics,Social Media Analytics project for MedCare Hospitals,MedCare Hospitals,EMP131,AI Development,2026-06-07,2026-11-29,2026-12-27,Completed,Critical,100,315000,14,2026-04-16
P08397,Data Warehouse Development,Data Warehouse Development project for Global Traders,Global Traders,EMP109,AI Development,2026-06-05,2027-02-18,,In Progress,Medium,23,505000,18,2026-05-03
P08398,Inventory Management System,Inventory Management System project for OfficePro,OfficePro,EMP138,Finance,2025-01-06,2025-08-26,,In Progress,Medium,58,1385000,19,2024-11-22
P08399,Social Media Analytics,Social Media Analytics project for ServicePro,ServicePro,EMP144,Security,2026-03-29,2026-06-05,2026-06-18,Delayed,Low,76,2455000,4,2026-02-20
P08400,Mobile Banking Application,Mobile Banking Application project for EduTech,EduTech,EMP119,Analytics,2025-04-05,2026-01-28,,In Progress,Critical,39,330000,9,2025-02-22
